item,kind,defining_package,defining_module,visibility,public_path,compilation_cells,execution_models,resource_profiles,capability_roles,requirements,current_path,migration_action,status
event_handler_unsubscribe,function,clinkz-wot-core,handler,public,clinkz_wot_core::ExposedThing::event_handler_unsubscribe,no-default|async-no-std|std,all,all,producer,HANDLER-API-001|HANDLER-STORAGE-001,core/src/thing.rs,remove,removed
PayloadCodec,trait,clinkz-wot-core,codec,public,clinkz_wot_core::PayloadCodec,no-default|async-no-std|std,all,all,producer|consumer,API-CODEC-001,core/src/payload.rs,replace,frozen
DecodedPayload,type,clinkz-wot-core,codec,public,clinkz_wot_core::DecodedPayload,no-default|async-no-std|std,all,all,producer|consumer,API-CODEC-001|VALIDATE-REUSE-001,absent,add,frozen
PayloadDecoderState,state_record,clinkz-wot-core,codec,public,clinkz_wot_core::PayloadDecoderState,no-default|async-no-std|std,manual-poll,all,producer|consumer,API-CODEC-001,absent,add,frozen
PayloadEncoderState,state_record,clinkz-wot-core,codec,public,clinkz_wot_core::PayloadEncoderState,no-default|async-no-std|std,manual-poll,all,producer|consumer,API-CODEC-001,absent,add,frozen
DecodeStatus,type,clinkz-wot-core,codec,public,clinkz_wot_core::DecodeStatus,no-default|async-no-std|std,manual-poll,all,producer|consumer,API-CODEC-001,absent,add,frozen
EncodeStatus,type,clinkz-wot-core,codec,public,clinkz_wot_core::EncodeStatus,no-default|async-no-std|std,manual-poll,all,producer|consumer,API-CODEC-001,absent,add,frozen
SecurityProvider,trait,clinkz-wot-core,security,public,clinkz_wot_core::SecurityProvider,no-default|async-no-std|std,all,all,producer|consumer,API-SECURITY-001,core/src/security.rs,replace,frozen
SecurityProviderGeneration,type,clinkz-wot-core,security,public,clinkz_wot_core::SecurityProviderGeneration,no-default|async-no-std|std,all,all,producer|consumer,API-SECURITY-001,absent,add,frozen
SecurityRequirementView,type,clinkz-wot-core,security,public,clinkz_wot_core::SecurityRequirementView,no-default|async-no-std|std,all,all,producer|consumer,API-SECURITY-001,absent,add,frozen
SecurityCapability,type,clinkz-wot-core,security,public,clinkz_wot_core::SecurityCapability,no-default|async-no-std|std,all,all,producer|consumer,API-SECURITY-001,absent,add,frozen
VerificationProbe,type,clinkz-wot-core,security,public,clinkz_wot_core::VerificationProbe,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,absent,add,frozen
VerificationCommit,type,clinkz-wot-core,security,public,clinkz_wot_core::VerificationCommit,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,absent,add,frozen
ApplicationProbe,type,clinkz-wot-core,security,public,clinkz_wot_core::ApplicationProbe,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
ApplicationCommit,type,clinkz-wot-core,security,public,clinkz_wot_core::ApplicationCommit,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
ProbeResult,type,clinkz-wot-core,security,public,clinkz_wot_core::ProbeResult,no-default|async-no-std|std,all,all,producer|consumer,API-SECURITY-001,absent,add,frozen
PrincipalId,type,clinkz-wot-core,security,public,clinkz_wot_core::PrincipalId,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,core/src/security.rs,keep,frozen
Principal,type,clinkz-wot-core,security,public,clinkz_wot_core::Principal,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,core/src/security.rs,replace,frozen
TransportAuthMaterial,type,clinkz-wot-core,security,public,clinkz_wot_core::TransportAuthMaterial,no-default|async-no-std|std,all,all,producer,BIND-IO-001|API-SECURITY-001,absent,add,frozen
BodySecurityPlanView,type,clinkz-wot-core,security,public,clinkz_wot_core::BodySecurityPlanView,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,absent,add,frozen
BodyAuthSlot,state_record,clinkz-wot-core,security,public,clinkz_wot_core::BodyAuthSlot,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,absent,add,frozen
ApplicationPayloadProjection,type,clinkz-wot-core,security,public,clinkz_wot_core::ApplicationPayloadProjection,no-default|async-no-std|std,all,all,producer,API-SECURITY-001|VALIDATE-REUSE-001,absent,add,frozen
BodyAuthProjector,trait,clinkz-wot-core,security,public,clinkz_wot_core::BodyAuthProjector,no-default|async-no-std|std,all,all,producer,API-SECURITY-001|VALIDATE-REUSE-001,absent,add,frozen
AuthMaterial,type,clinkz-wot-core,security,public,clinkz_wot_core::AuthMaterial,no-default|async-no-std|std,all,all,producer,API-SECURITY-001,core/src/security.rs,replace,frozen
AppliedSecurity,type,clinkz-wot-core,security,public,clinkz_wot_core::AppliedSecurity,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
CredentialStore,trait,clinkz-wot-core,security,public,clinkz_wot_core::CredentialStore,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,core/src/security.rs,replace,frozen
CredentialKeyView,type,clinkz-wot-core,security,public,clinkz_wot_core::CredentialKeyView,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
CredentialAvailability,type,clinkz-wot-core,security,public,clinkz_wot_core::CredentialAvailability,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
CredentialLease,type,clinkz-wot-core,security,public,clinkz_wot_core::CredentialLease,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
CredentialGeneration,type,clinkz-wot-core,security,public,clinkz_wot_core::CredentialGeneration,no-default|async-no-std|std,all,all,consumer,API-SECURITY-001,absent,add,frozen
EffectiveSecurityPlan,type,clinkz-wot-core,security,public,clinkz_wot_core::EffectiveSecurityPlan,no-default|async-no-std|std,all,all,producer|consumer,SEC-PERF-001,absent,add,frozen
LogicalInteractionPlan,type,clinkz-wot-core,plan,public,clinkz_wot_core::LogicalInteractionPlan,no-default|async-no-std|std,all,all,producer|consumer,PLAN-COST-001,absent,add,frozen
BindingPlanRef,type,clinkz-wot-core,plan,public,clinkz_wot_core::BindingPlanRef,no-default|async-no-std|std,all,all,producer|consumer,PLAN-COST-001|PLAN-REQUEST-001|PLAN-ARTIFACT-001,absent,add,frozen
BindingCandidate,type,clinkz-wot-core,plan,public,clinkz_wot_core::BindingCandidate,no-default|async-no-std|std,all,all,producer|consumer,PLAN-REQUEST-001|PLAN-ARTIFACT-001,absent,add,frozen
BindingSupport,type,clinkz-wot-core,plan,public,clinkz_wot_core::BindingSupport,no-default|async-no-std|std,all,all,producer|consumer,PLAN-INDEX-001,absent,add,frozen
InboundBindingPlan,type,clinkz-wot-core,plan,public,clinkz_wot_core::InboundBindingPlan,no-default|async-no-std|std,all,all,producer,FORM-OWNER-001|BIND-IO-001|PLAN-ARTIFACT-001,absent,add,frozen
BindingThingView,type,clinkz-wot-core,plan,public,clinkz_wot_core::BindingThingView,no-default|async-no-std|std,all,all,producer,FORM-FINALIZE-001,absent,add,frozen
InboundRouteMatch,type,clinkz-wot-core,plan,public,clinkz_wot_core::InboundRouteMatch,no-default|async-no-std|std,all,all,producer,BIND-IO-001,absent,add,frozen
BindingCapability,type,clinkz-wot-core,plan,public,clinkz_wot_core::BindingCapability,no-default|async-no-std|std,all,all,producer|consumer,PLAN-INDEX-001,absent,add,frozen
CollectionSubscriptionCapability,type,clinkz-wot-core,plan,public,clinkz_wot_core::CollectionSubscriptionCapability,no-default|async-no-std|std,all,all,consumer,PLAN-REQUEST-001|BIND-PROGRESS-001,absent,add,frozen
CollectionSubscriptionTopology,type,clinkz-wot-core,plan,public,clinkz_wot_core::CollectionSubscriptionTopology,no-default|async-no-std|std,all,all,consumer,PLAN-REQUEST-001|BIND-PROGRESS-001,absent,add,frozen
CollectionSourceAttribution,type,clinkz-wot-core,plan,public,clinkz_wot_core::CollectionSourceAttribution,no-default|async-no-std|std,all,all,consumer,PLAN-REQUEST-001|BIND-PROGRESS-001,absent,add,frozen
CollectionTeardownMode,type,clinkz-wot-core,plan,public,clinkz_wot_core::CollectionTeardownMode,no-default|async-no-std|std,all,all,consumer,PLAN-REQUEST-001|BIND-PROGRESS-001,absent,add,frozen
BindingArtifactCompatibility,type,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingArtifactCompatibility,no-default|async-no-std|std,all,all,producer|consumer,PLAN-ARTIFACT-001,absent,add,frozen
BindingArtifactFootprint,type,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingArtifactFootprint,no-default|async-no-std|std,all,all,producer|consumer,PLAN-COST-003|PLAN-ARTIFACT-001,absent,add,frozen
BindingArtifact,type,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingArtifact,no-default|async-no-std|std,all,all,producer|consumer,PLAN-ARTIFACT-001,absent,add,frozen
BindingArtifactEnvelope,type,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingArtifactEnvelope,no-default|async-no-std|std,all,all,producer|consumer,PLAN-ARTIFACT-001,absent,add,frozen
BindingArtifactRef,type,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingArtifactRef,no-default|async-no-std|std,all,all,producer|consumer,PLAN-REQUEST-001|PLAN-ARTIFACT-001,absent,add,frozen
BindingCompilerInput,type,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingCompilerInput,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-COST-003|PLAN-ARTIFACT-001,absent,add,frozen
BindingCompilerExtension,trait,clinkz-wot-core,binding_compiler,public,clinkz_wot_core::BindingCompilerExtension,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,PLAN-LAZY-001|PLAN-ARTIFACT-001|CONSTRAINED-WORK-001,absent,add,frozen
OutboundRequest,type,clinkz-wot-core,binding,public,clinkz_wot_core::OutboundRequest,no-default|async-no-std|std,all,all,consumer,BIND-OUT-001|PLAN-REQUEST-001|PLAN-ARTIFACT-001|BIND-MEM-001,core/src/outbound.rs,replace,frozen
BindingRequest,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingRequest,no-default|async-no-std|std,all,all,consumer,BIND-OUT-001,core/src/outbound.rs,remove,removed
InboundRequest,type,clinkz-wot-core,binding,public,clinkz_wot_core::InboundRequest,no-default|async-no-std|std,all,all,producer,BIND-IO-001|BIND-ROUTE-001|BIND-MEM-001,core/src/inbound.rs,replace,frozen
InboundResponse,type,clinkz-wot-core,binding,public,clinkz_wot_core::InboundResponse,no-default|async-no-std|std,all,all,producer,BIND-IO-001|BIND-DELIVERY-001|BIND-MEM-001,core/src/inbound.rs,replace,frozen
BindingInputRejection,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingInputRejection,no-default|async-no-std|std,all,all,producer|consumer,BIND-ROUTE-001|BIND-DELIVERY-001|BIND-HOST-CANCEL-001,absent,add,frozen
BindingOperationalError,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingOperationalError,no-default|async-no-std|std,all,all,producer|consumer,BIND-ROUTE-001|BIND-DELIVERY-001|ERR-TAXONOMY-001,absent,add,frozen
BindingRegistrationIdentity,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingRegistrationIdentity,no-default|async-no-std|std,all,all,producer|consumer,BIND-REG-001|PLAN-ARTIFACT-001,absent,add,frozen
BindingRegistrationCapabilities,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingRegistrationCapabilities,no-default|async-no-std|std,all,all,producer|consumer,BIND-REG-001|PLAN-INDEX-001,absent,add,frozen
BindingExecutionSupport,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingExecutionSupport,no-default|async-no-std|std,all,all,producer|consumer,BIND-REG-001|FEATURE-MATRIX-001,absent,add,frozen
BindingResourceDeclarations,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingResourceDeclarations,no-default|async-no-std|std,all,all,producer|consumer,BIND-REG-001|BIND-MEM-001|RES-LIMIT-001,absent,add,frozen
BindingIngressPolicy,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingIngressPolicy,no-default|async-no-std|std,all,all,producer,BIND-REG-001|BIND-MEM-001|CAP-OVERFLOW-001,absent,add,frozen
BindingStatusPolicy,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingStatusPolicy,no-default|async-no-std|std,all,all,producer|consumer,BIND-REG-001|CAP-STATUS-001|BIND-MEM-001,absent,add,frozen
BindingLifetimeFootprint,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingLifetimeFootprint,no-default|async-no-std|std,all,all,producer|consumer,BIND-MEM-001|ADMIT-MEM-001,absent,add,frozen
BindingTransientFootprint,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingTransientFootprint,no-default|async-no-std|std,manual-poll|host-async,all,producer|consumer,BIND-MEM-001|CONSTRAINED-WORK-001,absent,add,frozen
BindingIngressLimits,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingIngressLimits,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-MEM-001|RES-LIMIT-001,absent,add,frozen
BindingStateLayout,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingStateLayout,no-default|async-no-std|std,manual-poll,application-static,producer|consumer,BIND-STORAGE-001|BIND-MEM-001,absent,add,frozen
PrepareInput,type,clinkz-wot-core,binding,public,clinkz_wot_core::PrepareInput,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-IO-001,absent,add,frozen
RouteAbortInput,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAbortInput,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
route_abort_input_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAbortInput::new,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
route_abort_input_into_parts,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAbortInput::into_parts,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
RouteShutdownInput,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteShutdownInput,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
route_shutdown_input_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteShutdownInput::new,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
route_shutdown_input_into_parts,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteShutdownInput::into_parts,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001,absent,add,frozen
BindingRouteKey,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingRouteKey,no-default|async-no-std|std,all,all,producer,BIND-ROUTE-001|STATE-BIND-001,absent,add,frozen
RouteReservationIdentity,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteReservationIdentity,no-default|async-no-std|std,all,all,producer,BIND-ROUTE-001|FORM-OWNER-001,absent,add,frozen
RoutePreparationVisibility,type,clinkz-wot-core,binding,public,clinkz_wot_core::RoutePreparationVisibility,no-default|async-no-std|std,all,all,producer,BIND-REG-001|BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
ServingActivationAuthority,type,clinkz-wot-core,binding,public,clinkz_wot_core::ServingActivationAuthority,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|PLAN-SET-001|LIFE-EXPOSE-002|STATE-BIND-001,absent,add,frozen
serving_activation_authority_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServingActivationAuthority::new,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|PLAN-SET-001|LIFE-EXPOSE-002,absent,add,frozen
serving_activation_authority_thing_id,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServingActivationAuthority::thing_id,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
serving_activation_authority_produced_generation,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServingActivationAuthority::produced_generation,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
serving_activation_authority_plan_set_generation,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServingActivationAuthority::plan_set_generation,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|PLAN-SET-001|LIFE-EXPOSE-002,absent,add,frozen
serving_activation_authority_claim_route,function,clinkz-wot-core,binding,public,clinkz_wot_core::ServingActivationAuthority::claim_route,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-PROGRESS-001|LIFE-EXPOSE-002,absent,add,frozen
RouteAcceptLease,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptLease,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-PROGRESS-001|LIFE-EXPOSE-002,absent,add,frozen
route_accept_lease_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptLease::new,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
route_accept_lease_route,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptLease::route,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
RouteAcceptClaim,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptClaim,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-PROGRESS-001|LIFE-EXPOSE-002,absent,add,frozen
route_accept_claim_into_permit,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptClaim::into_permit,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-PROGRESS-001|LIFE-EXPOSE-002,absent,add,frozen
RouteAcceptClaimError,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptClaimError,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|ERR-TAXONOMY-001,absent,add,frozen
RouteActivationPermit,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteActivationPermit,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002|BIND-PROGRESS-001,absent,add,frozen
route_activation_permit_route,function,clinkz-wot-core,binding,public,clinkz_wot_core::RouteActivationPermit::route,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
BindingContext,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingContext,no-default|async-no-std|std,all,all,producer,BIND-IO-001|BIND-ROUTE-001,core/src/inbound.rs,replace,frozen
RoutePrepareOutcome,type,clinkz-wot-core,binding,public,clinkz_wot_core::RoutePrepareOutcome,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-003,absent,add,frozen
RouteReadinessOutcome,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteReadinessOutcome,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002|LIFE-EXPOSE-003,absent,add,frozen
RouteActivationOutcome,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteActivationOutcome,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002|LIFE-EXPOSE-003,absent,add,frozen
RouteCommitOutcome,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteCommitOutcome,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-002|LIFE-EXPOSE-003,absent,add,frozen
RouteCleanupOutcome,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteCleanupOutcome,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-003|BIND-CALL-CANCEL-001,absent,add,frozen
RouteCleanupSuccessor,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteCleanupSuccessor,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|LIFE-EXPOSE-003|BIND-CALL-CANCEL-001,absent,add,frozen
HostRouteCleanupSuccessor,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostRouteCleanupSuccessor,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-003|BIND-CALL-CANCEL-001,absent,add,frozen
RouteAcceptEvent,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteAcceptEvent,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-IO-001,absent,add,frozen
RouteTerminal,type,clinkz-wot-core,binding,public,clinkz_wot_core::RouteTerminal,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-ROUTE-001|BIND-PROGRESS-001,absent,add,frozen
BindingDeliveryOutcome,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingDeliveryOutcome,no-default|async-no-std|std,manual-poll|host-async,all,producer,BIND-DELIVERY-001|BIND-PROGRESS-001,absent,add,frozen
ResponseDelivery,type,clinkz-wot-core,binding,public,clinkz_wot_core::ResponseDelivery,no-default|async-no-std|std,manual-poll,all,producer,BIND-PROGRESS-001,absent,remove,removed
SubscriptionStart,type,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionStart,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
SubscriptionStopRequest,type,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionStopRequest,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001,absent,add,frozen
SubscriptionStopInput,type,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionStopInput,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|STATE-SUB-001|BIND-CALL-CANCEL-001|BIND-DELIVERY-001,absent,add,frozen
subscription_stop_input_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionStopInput::new,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|BIND-CALL-CANCEL-001,absent,add,frozen
subscription_stop_input_into_parts,function,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionStopInput::into_parts,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|BIND-CALL-CANCEL-001|BIND-DELIVERY-001,absent,add,frozen
SubscriptionItem,type,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionItem,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|BIND-MEM-001,absent,add,frozen
SubscriptionDriverEvent,type,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionDriverEvent,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|STATE-SUB-001|CLEANUP-RECORD-001|BIND-CALL-CANCEL-001,absent,add,frozen
SubscriptionDriverCleanupDisposition,type,clinkz-wot-core,binding,public,clinkz_wot_core::SubscriptionDriverCleanupDisposition,no-default|async-no-std|std,all,all,consumer,BIND-PROGRESS-001|STATE-SUB-001|CLEANUP-RECORD-001|BIND-CALL-CANCEL-001,absent,add,frozen
CleanupTransferContext,type,clinkz-wot-core,binding,public,clinkz_wot_core::CleanupTransferContext,no-default|async-no-std|std,all,all,producer|consumer,BIND-CALL-CANCEL-001|CLEANUP-RECORD-001,absent,remove,removed
NoCleanupSuccessor,type,clinkz-wot-core,binding,public,clinkz_wot_core::NoCleanupSuccessor,no-default|async-no-std|std,all,all,producer|consumer,BIND-CALL-CANCEL-001,absent,add,frozen
BindingCancellationDisposition,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingCancellationDisposition,no-default|async-no-std|std,all,all,producer|consumer,BIND-CALL-CANCEL-001|BIND-PROGRESS-001|BIND-DELIVERY-001,absent,add,frozen
BindingCallSettlement,type,clinkz-wot-core,binding,public,clinkz_wot_core::BindingCallSettlement,no-default|async-no-std|std,all,all,producer|consumer,BIND-CALL-CANCEL-001|BIND-PROGRESS-001|BIND-DELIVERY-001,absent,add,frozen
HostPreparedRouteGuard,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostPreparedRouteGuard,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-MEM-001|STATE-BIND-001,absent,add,frozen
host_prepared_route_guard_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostPreparedRouteGuard::new,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
host_prepared_route_guard_try_into_state,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostPreparedRouteGuard::try_into_state,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,add,frozen
HostActiveRouteGuard,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostActiveRouteGuard,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-MEM-001|STATE-BIND-001,absent,add,frozen
host_active_route_guard_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostActiveRouteGuard::new,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-MEM-001,absent,add,frozen
host_active_route_guard_try_into_state,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostActiveRouteGuard::try_into_state,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001,absent,add,frozen
HostCommittedRouteGuard,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostCommittedRouteGuard,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-MEM-001|STATE-BIND-001|LIFE-EXPOSE-002,absent,add,frozen
host_committed_route_guard_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostCommittedRouteGuard::new,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-MEM-001|LIFE-EXPOSE-002,absent,add,frozen
host_committed_route_guard_try_into_state,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostCommittedRouteGuard::try_into_state,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|LIFE-EXPOSE-002,absent,add,frozen
host_committed_route_guard_try_state_pin_mut,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostCommittedRouteGuard::try_state_pin_mut,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-PROGRESS-001|LIFE-EXPOSE-002,absent,add,frozen
HostShutdownRouteGuard,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostShutdownRouteGuard,std,host-async,gateway-default-v1,producer,BIND-ROUTE-001|BIND-CALL-CANCEL-001|LIFE-EXPOSE-003,absent,add,frozen
HostBindingCall,trait,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCall,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
HostBindingCallBox,type,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCallBox,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-CALL-CANCEL-001|BIND-MEM-001,absent,add,frozen
host_binding_call_box_new,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCallBox::new,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-REG-001,absent,add,frozen
host_binding_call_box_as_pin_mut,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCallBox::as_pin_mut,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
host_binding_call_poll_result,function,clinkz-wot-core,binding,public,clinkz_wot_core::HostBindingCall::poll_result,std,host-async,gateway-default-v1,producer|consumer,BIND-HOST-CANCEL-001|BIND-PROGRESS-001,absent,add,frozen
